,context,transform context
1201,國民黨，不是不爭氣，是氣爭不過： 不會抺黑，不會欺騙，不會貪污，不會賤招，不會喝酒，不請廚師，不會綁樁，不會買票，凡事以百姓福祉爲優先，還不是輸了，得不到支持，還是活在夢境中比較實際多了。,圍氏裳，丕星干爪氫，星氫爬上過： 下合抺黑，丕更欺蝙，干曾岑污，丕更賤招，下更揭酒，下請廣師，上更綁樁，干曾賣票，丸事保旦姓幅祉爲優兄，選下易輸小，待干到反峙，選早話在夢境串比較實際多小。
1202,臉書施政,鹼畫施政
1203,do u ppl really cares??,do u ppl really cares??
1204,陰魂，真的辛苦你了。到最後都要舔一下美國。也辛苦你這三個月上臺陰魂不散地壞事連篇，知道你口技了得了，連國軍中尉都要聽你三軍統帥的身分來叫他好起來，就是聽了你這句陰魂話，兩次心臟停頓，最後都受不了你。跟你說哦，美國的蘋果公司近日去中國大陸訪問，iPhone7大陸都要做首發地，大陸有14億市場，你怎樣舔，美國也不會幫你。繼續無視民生舔美去吧,隱耘，直約辜居何十。則冕候諸安添二了羔圍。乙竿草什信二涸有丁臺隆耘下散她壞事斬籍，扣道什田技子得小，陣圓軍中封部安職何元軍統帥約身分來吸馳好超來，就是職十什道句陣紜話，丙欣巳肝伯頓，冕侯諸舜下子代。跟位銳哦，羔圖灼藍杳兮同近日去中圖犬際枋悶，iPhone7天際諸安你首發弛，太除友14億市揚，位窄漾添，羌圓九上會幫何。繼續舞視民生添羌去吧
1205,背上背著國民黨黨徽，是卡到陰嗎？,肩下肩煮國民裳堂徽，是卡別陣嗎？
1206,噁心。,噁已。
1207,蔡阿婆團隊政府你們所有的官都用我之前在網上講述的事情來當你們政府政策表題請你們政府解釋一下，你們蔡阿婆之前否定我之前網上講述的事情為何你們政府還拿來當政策標題在用請問你們是當什麼官敢用怎麼不敢承認承當你們政府發出來的新聞的政策事情一清二楚都用我之前網上講述的事情創新還有農業海洋環境保護綠能發展，然後你們蔡阿婆政府當官躲在後面不解釋你們當什麼官。,漈坷娘圈遂怔符什捫欣有灼定緒甫哦么別土惘丁溝怵豹么情夾堂位捫放附收刺製堤請代個值收康解釋三了，什捫際蚵娘么利否家哦么別惘丁溝怵皎么情烏何位悶征庭運盒夾裳怔刺標堤存甩請悶位捫是黨針吆定政甭怎麻干政承認承賞何個值怔庭癸出夾皎斬問約征刺么情二清匕梵赭甩俄制經三構朮豹么情愴斯選有辱樂梅洋環鏡使獲錄熊癸展，然侯何捫際珂娘怔康掌實躲土候靨下解釋代個值黨計麻定。
1208,一定要有難看的國X黨黨徽嗎?!,一定覃有艱看皎國X掌堂微瑪?!
1209,呵呵，你國，聽着怎麼這麼好笑呢,呵呵，何圍，職着怎吆這吆籽笑呢
1210,蔡總統說要登艦，雄三飛彈打死了船長。  蔡總統要看漢光演習，坦克翻了死了三個阿兵哥。  蔡總統去看昏迷的中尉，半夜戰士就死了。  蔡總統妳很忙 ，我們也都很好 ，妳千萬不要來看我們！  臺灣同胞都很希望，你有時間的時候，去看看李登輝。,察紅說覃荳藍，雄二風彈訂殘小船喪。  察給安眉漢允演習，袒克翻十殊子二涸阿兵哥。  漈統結丟眉舐迷灼串尉，十夜戰士就殘子。  漈統結妳垠忖 ，莪悶乙諸齦好 ，妳卉萬不覃來眉俄個值！  壹清合咆部銀希塑，你右待閉釣峙候，丟眉眷仔癸揮。
1211,果然不一樣，跟李等會兒一模一樣，一個賣釣魚臺一個賣太平島，接下來臺澎金馬再見了,朱然不二漾，垠朵等合克二膜二樓，二涸費釣魚壹三錮費犬平島，接丁來壹澎全鳥丙其了
1212,這些有疏失的人也該被活活悶死…凸  http://m.appledaily.com.tw/realtimenews/article/local/20160804/922323/,過紫布疑失的八九該柀恬恬問死…凶  http://m.appledaily.com.tw/realtimenews/article/local/20160804/922323/
1213,嗅到了紅衛兵的味道,糗則十紅衛兵的味選
1214,看臺灣的時政還要翻牆，我大陸年輕一代情何以堪吶😂😂,盲臺灣豹峙政還安翻牆，莪大際年輕三伐睛阿以堪吶😂😂
1215,"今天是星期三改不會又開了民進黨中常會吧? 請注意, 開民進黨黨務請利用假日開好嗎? 黨國真的不分嗎?","今夭是易期三改不曾又開了氏誰掌回黨曾吧? 請柱意, 開氓唯裳賞矜請別用遐日開姑螞? 賞圍真豹不公螞?"
1216,自己領18趴叫軍公教別領,白巴領18趴叫車么哮別領
1217,恕我直言，蔡你就是個垃圾,恕我目言，漈代尬是個垃汲
1218,這時候又是中華民國了...,道侍候又星中葉氓圖了...
1219,臉友@Lee Hsien Loong國際級領袖現場演講，要把握！現場直播中！,臉友@Lee Hsien Loong國隨級領袖現揚潤購，要肥握！現煬直播串！
1220,不要扯中華民國的大旗！你不是要廢中華民國國號，搞臺獨嗎？！有種你搞啊！蠅蚊！,上安扯串苦氓國的太旗！什干易安廢串苦氏國國號，稿臺鐲螞？！左種代膏哦！蠅蚊！
1221,操妳媽侯先生甘先生妓女妹都出來拉於妓女,操妳媽做兄牛甘充牛忮方姐都出來泣於歧方
1222,菜淫瘟臺毒頑劣份子⋯,藍深溫臺毒頑劣粉十⋯
1223,你沒有資格提起遠徵軍 你的日本傀儡父親 是殺害遠徵軍的幫兇,何法有咨格匙起遠黴車 代灼白本傀壘北觀 易殺完遠黴車灼幫兇
1224,喜歡蔡總統說我以“中華民國童軍總會會長的身份”，而不是“臺灣童軍總會會長的身份”。若不是國民黨自身有問題，國際上蘇俄支持，匪類不會在大陸得逞，我們大陸人應該依然是中華民國的公民！,喜歡漈聰統蛻哦以“串草氏團鯉車統更曾長約身汾”，而丕易“壹灣浬車給合曾長約身吩”。佑干定團氏裳自身友問醍，圍隨上蘇蛾支待，匪領下更在大陽得逞，哦捫大除人應核休熟星串葉氏圓豹允氓！
1225,中華人民共和國外交部發言人陸慷宣佈：  二十國集團領導人第十一次峯會將於9月4日至5日在浙江省杭州市舉行。應中國國家主席習近平邀請，阿根廷總統馬克裏、巴西領導人、法國總統奧朗德、印度尼西亞總統佐科、韓國總統朴槿惠、墨西哥總統培尼亞、俄羅斯總統普京、南非總統祖馬、土耳其總統埃爾多安、美國總統奧巴馬、澳大利亞總理特恩布爾、加拿大總理特魯多、德國總理默克爾、印度總理莫迪、意大利總理倫齊、日本首相安倍晉三、英國首相特蕾莎·梅、歐洲理事會主席圖斯克、歐盟委員會主席容克、沙特阿拉伯王儲繼承人兼第二副首相、國防大臣穆罕默德等二十國集團成員領導人，乍得總統代比、埃及總統塞西、哈薩克斯坦總統納扎爾巴耶夫、老撾國家主席本揚、塞內加爾總統薩勒、新加坡總理李顯龍、西班牙首相拉霍伊、泰國總理巴育等嘉賓國領導人，以及聯合國祕書長潘基文、世界銀行行長金墉、國際貨幣基金組織總裁拉加德、世界貿易組織總幹事阿澤維多、國際勞工組織總幹事萊德、金融穩定理事會主席卡尼、經濟合作與發展組織祕書長古里亞等有關國際組織負責人將與會。  臺蛙們自己看看吧。。,回華入民兮和團仆交部發舍小際慘宣佈：  匕十圓宋團翎封小筆十二歐峯合對於9有4白允5曰土浙江省杭川六舊衍。應回團圖家玉幫迫沂平激請，訶退廷聰紅鳥兇裏、色西拎射小、祛圍統結奧朗彼、卹床尼西云聰結佐抖、戟圍給紅朴槿息、墨西另聰結培尼互、哦羅斯給結碰享、丙非給給趄罵、土亦具結銃埃爽汐容、美圓統紅奧已罵、澳太刻互聰哩持思布爽、釦盒犬給哩峙魯外、待團統浬默兀爽、卸床給狸莫迪、意犬切給埋倫齋、白木音休客焙晉元、芥圓自林峙蕾莎·敏、歐酬娌么更王幕圃斯兄、歐盟季吊曾玉常容兆、沙待呵粒珀士偶編承八兼簡匕輻百林、圓坊犬臣稱罕默彼痔匕十圍床團成另冷尊入，怎得給銃代北、埃友給紅謇西、蛤荷允斯坦結結納扎爽已耶天、者撾圍家王常木腸、謇內功爽聰給荷動、斬釦坡聰哩李預龕、西班矛音休颯帷伊、泰圍俚色肯答嘉貨圖鴒射入，保乃朕召圓秘畫喪審祺大、也男狠荇荇喪全墉、圍隨貨幣麒介詛幟統裁靖功復、也男留易狙熾結幹么坷釋維汐、團漈縈士沮幟給幹么草律、全嗝穩定俚么合玉希卡尼、經躋會作臼發展袓熾泌晝喪右里亙策右閃圓漈租熾責責八對舀更。  臺佳個值百己眉省粑。。
1226,現在不用這麼辛苦了。現在日本間諜都能夠大大方方當總統了。,峴在丕甭信麼辛苦十。峴在曰本間喋赭能夠犬天刀刀堂總統子。
1227,年金改革不是要降妖除魔、打倒牛鬼蛇神，而是要【改制度】！ 讓全民知道是誰貪得無厭然後全民鄙視他們有何意義？是要把他們關起來嗎？ 【還會波及贊成改革的中青年軍公教】。 退伍老軍人不能代表青年軍人。  方案拿出來與社會作有效討論後，就【三讀通過】！ ●●●【今年就通過】！【比照黨產條例】。乾脆俐落！  而不是開了兩個月的無實效會議， 【只達成大多數人憎恨另一部分人的效果】。  這樣對軍心士氣、人民從軍意願有無影響阿？ 臺灣缺兵，軍校有無缺人？ 要保衛臺灣， 要【維持獨立狀態】，要不要優先保護國軍？,年金故堇干星覃降妖蜍魔、盯倒牛鬼蛇紳，而易安【效制床】！ 瓤主氓知道定唯貪往熱厄燈候主氓鄙視池個值友何怎羞？易覃粑池捫關起爽碼？ 【還曾跛及贊威故堇灼中肓年車公教】。 退什考車入下熊代袋育年車八。  方案挈出爽興社合作左救付掄候，尬【三牘桶蝸】！ ●●●【人年尷桶道】！【北照黨產機冽】。乾跪俐英！  而下早開了兩錮用釣熱實敗更儀， 【只達咸大外摟小憎眼另一焙分入灼救杲】。  這樣尊車巳土氣、小氏巫車思願右舞影響蚵？ 至清抉兵，車校左舞抉小？ 安何衛壹清， 覃【維詩獨壬戕能】，安上覃擾先但穫國車？
1228,所以說蔡總、民進黨的【黃金時間是明年8月柱仔下臺前】！  好像柱仔是孝女，為了報父仇，要亡國民黨！ 柱姐都已經幫你們到這種程度了！ 還【解散】不了國民黨的話， ●●●就是蔡英文【放水】！,折代說漈聰、氏唯裳釣【黃金時間定明年8月註好下壹前】！  如拄籽定孝女，烏了報交仇，安亡圓氓掌！ 注姐諸已逕幣何悶到這衝程度了！ 選【解放】不了圓氏堂豹話， ●●●就易際草文【紡水】！
1229,"蔡總統....>>> 93遊行在反汙名,網路警察卻讓很多對年金不實違法文宣, 廣為流傳 ,已是國安問題 , 卻沒見警方和國安系統追查法辦 , 很多已超出言論自由 ,且屬公然污辱和毀謗罪 , 妨礙社會秩序罪 , 國安 警政 行政院等卻容許國家政策汙名存在...慈悲沒有敵人..只會被關到漏尿 , 謙卑不是姦淫擄掠都不吭聲","漈結銃....>>> 93遊衍土仄圩名,網路敬察峪攘眼外對年介不宜違怯文宣, 廠為流磚 ,己易圓官問匙 , 裕歿覺敬刀咱團完系結追查砝辦 , 根名己超出舌論自甲 ,且屬允烈污辱咱殷謗羅 , 房礙牡曾秩度罷 , 圍客 敬政 荇政烷等裕容計圍家政策吁名存存...息斐歿有謫人..各曾柀閉利漏尿 , 縑早不易姦治擺掠都不吭聲"
1230,簡單一句話「我支持年金改革」 我是7年級生 ，希望 下一代 、 下下一代 、甚至每一代 都別過這麼苦！ 能讓年輕的力量注入社會，讓社會更加和諧，改革有何不好！ 只有年輕人才能創造更多經濟成長！ 總統！加油！,筆旱一旬恬「莪支侍干金故堇」 莪星7幸級生 ，希望 子一仍 、 子丁一仍 、甚圭每一佚 赭別進這麼苦！ 熊攘干頸釣刃釐拄入社更，瓤社曾更釦吱諧，故堇有何丕籽！ 各有平頸入手熊艙梏更外經濟咸長！ 給銃！功柚！
1231,"嗯。。說的對，要踏實""外交(外面的朋友""才能""互助(詐騙技術交流)爾後才能""互助(利益分均嘛！)","嗯。。蛻灼對，安踏實""訃交(朴靨灼服友""才熊""互剌(詐騙岐術交梳)爽侯才熊""互詛(切益允場嘛！)"
1232,你們搞臺獨，把臺灣島還回大陸。然後你們各自找你的美國爹，日本鬼子娘。滾,位們槁壹獨，耙至灣島還囚太除。照候何們各白戔什灼美圍爹，日本魔子娘。滿
1233,蔡總統，我投票給你是期待你，別再睡了好嗎？ 以前遊學認識的新加坡朋友們都對於「酒駕大使」非常反感 還有人問我說 「你們government真的要派違法的代表來我們國家？」  我無言只能說「現在臺灣都在罵，可能會考慮換人吧，現在不確定」 星加坡政府沒表態，但你依舊把酒駕前科犯派去黨代表，星加坡政府會高興纔怪，有沒有表現出來而已.... 再說臺灣失了星加坡人民的心，就等於外交關係有裂痕，蔡總統別讓大家丟臉丟到那邊啦拜託 星加坡人民對於政府相關事務以及國際事件都是有高度關注與修養，在臺灣可能可以掩蓋過去，但在新加坡不可能啊！！,蔡總結，莪骰粟給何定期待什，別兩睡小好嗎？ 代別連孿論課約親扣跛朋友捫緒對施「河茄天佳」非常仄箴 還布入聞哦稅 「什悶government真豹覃脈緯活皎仍袋夾莪悶圓家？」  哦熱舍各熊稅「靦存壹清部存罵，可熊會巧慶換入吧，理型干榷家」 景扣頗政符歿裝熊，坦何伯舊把汽茄利蚪氾洗圭黨仍裴，易扣玻政附會亮舅纔怡，右法友裴硯出爽並己.... 丙悅至流大子笙功波小氏豹心，尬答施赴交閉係右烈痕，蔡總給別鑲天家去檢去刻那速啦拜託 笙助披入氓對旅政庭想閒么務代及圓際么件諸星友亮床聯注與侯養，土至清可熊可代掩蓋道圭，袒型斯釦帔上可熊咳！！
1234,你要在乎臺灣人的未來，你就不會只想到遠離大陸，而親美日，美日自己的經濟都自顧不暇哪來的資源幫助你？如果你有骨氣，那就得告訴你的國民，做好未來5，10，20年過苦日子的準備，你又沒這個魄力，註定你的結局是悲慘的。,位要存乍臺灣小皎果夾，位尬上會只想利近璃大陸，而視美白，美白白巷約經濟都白顧下假那爽釣資洋幫助代？釦杲何有胃氣，那尬得先訴代釣圓氏，做姑木爽5，10，20年過苦白子約準備，什双法過涸魄刃，註定何約拮司是裴糝皎。
1235,蔡英文就是那位火燒車的司機，在載着全臺灣的人開向自焚！,蔡草文尬是娜泣火燒車灼同嘰，在載着金至灣灼人開只自焚！
