,context,transform context
1231,"嗯。。說的對，要踏實""外交(外面的朋友""才能""互助(詐騙技術交流)爾後才能""互助(利益分均嘛！)","嗯。。說的對，要踏實""外驕(外面的朋友""材能""謢祝(詐片鯽束蛟瀏)爾後材能""戶箸(利益分囷嘛！)"
1232,你們搞臺獨，把臺灣島還回大陸。然後你們各自找你的美國爹，日本鬼子娘。滾,擬們搞颱讀，把跆彎島還回大陸。燃堠擬們箇自爪擬的美國爹，日本鬼子孃。滾
1233,蔡總統，我投票給你是期待你，別再睡了好嗎？ 以前遊學認識的新加坡朋友們都對於「酒駕大使」非常反感 還有人問我說 「你們government真的要派違法的代表來我們國家？」  我無言只能說「現在臺灣都在罵，可能會考慮換人吧，現在不確定」 星加坡政府沒表態，但你依舊把酒駕前科犯派去黨代表，星加坡政府會高興纔怪，有沒有表現出來而已.... 再說臺灣失了星加坡人民的心，就等於外交關係有裂痕，蔡總統別讓大家丟臉丟到那邊啦拜託 星加坡人民對於政府相關事務以及國際事件都是有高度關注與修養，在臺灣可能可以掩蓋過去，但在新加坡不可能啊！！,菜總桶，我骰驃給擬是期待擬，別載說了好嗎？ 以黔遊學認識的新枷陂蓬友們都敦於「九價大使」扉常返感 還有任文我說 「擬們government真的要派違法的待錶徠我們幗家？」  我無言咫能說「現再苔蜿都再螞，可能會烤壘煥任吧，現載不確釘」 猩傢陂證脯沒婊態，彈擬衣舅把韭價錢科犯派覷擋岱錶，興伽潑證腐會高興纔怪，有沒有婊現出徠而已.... 載說台蜿溼了腥痂潑仁民的心，鷲等於外交關係有裂痕，菜總筒別讓大家丟臉丟稻那邊啦拜拖 猩伽陂任民敦於正頫相關事騖以吉摑際事毽都是有高度關注與修養，載苔蜿可能可以掩蓋過趣，蛋載新茄陂不可能啊！！
1234,你要在乎臺灣人的未來，你就不會只想到遠離大陸，而親美日，美日自己的經濟都自顧不暇哪來的資源幫助你？如果你有骨氣，那就得告訴你的國民，做好未來5，10，20年過苦日子的準備，你又沒這個魄力，註定你的結局是悲慘的。,擬要在乎苔彎人的餵徠，擬就不會只享盜遠釐大陸，兒親每日，鎂日字己的鯨濟都漬故不暇哪萊的髭猿梆鑄擬？蠕果擬有骨迄，那就得告粟擬的國民，做好偽萊5，10，20年過苦日子的準狽，擬又沒鷓個魄力，註定擬的結橘是悲慘的。
1235,蔡英文就是那位火燒車的司機，在載着全臺灣的人開向自焚！,菜英文舅是那為伙燒車的嘶機，在載着全苔灣的壬開向漬墳！
1236,臺灣的外交。。。自欺欺人的笑話,檯灣的外交。。。漬棲悽人的笑樺
1237,辜寬敏說客家蔡英文執政4年就可以了...... 什麼思維..... 什麼思維.....,辜髖泯說客家菜鷹文執正4年就可椅了...... 什麼思帷..... 什麼思巍.....
1238,政治真是條不歸路...,掙治針是條不珪路...
1239,帶塞啊！,帶塞啊！
1240,請鬼開藥單，寄望病能好。如緣木求魚，準備辦後事。  揚棄假民主，不再辦簽賭。人才論福德，國家最寄託。  人無福最苦，才用貪最爛。兩項具足者，拿來民簽賭。  大權交此人，看她吃就垮。西北風不盡，百姓有得喝。,請晷揩樂單，寄望病能好。如轅苜求魚，準輩半後事。  佯緝假民主，不在拌千賭。任材論縛得，摑家罪寄託。  仁無符蕞苦，材佣貪醉瀾。倆像踞足褶，拿來民愆賭。  大權焦此壬，看他吃就垮。西北風不晉，百行有得喝。
1241,那些陣亡的滇緬烈士要知道自己誓死守衛的國家竟然被一個自願慰安的婊子出賣 一定會來找你的,那些陣亡的顛湎烈士要知道字脊嗜死手位的幗家竟髯被漪個漬怨慰諳的婊子出邁 漪釘會來找擬的
1242,小農意識太強，格局太小，劣根性未除的蔡阿婆,小穠意識汰強，革局泰小，邋跟幸畏除的蔡阿皤
1243,武力統一臺灣！,武慄筒一臺灣！
1244,說這個是有什麼意義，是沒什麼東西可以寫了嗎。,說蔗個式有什麼億憶，誓沒什麼東嘻可倚寫了嗎。
1245,6萬的御廚  做的東西好吃嗎？,6萬的御躇  坐的苳曦好吃嗎？
1246,當總統到底一個月領多少錢?是否要改革呢？,當總桶盜底衣個月領多少箝?仕否要改葛呢？
1247,把你媽日了 臺灣百分之九十都是我地漢人 原住民死返支那,把擬媽日了 臺灣百分汁久十都世我地焊仁 原住民死返支那
1248,哎，臺灣新一代小花朵就是被你們這批腦殘臺獨政黨的辣雞教育洗腦殘害的，爲他們感到可惜。,哎，臺灣新衣待小花垛柩勢狽擬們蔗批瑙蠶臺犢證檔的臘雞教育洗惱慚害的，爲他們感到可席。
1249,總統 你出來講點話好不好  臺灣很亂很吵你知道嗎,總桶 擬初來槳典華好不好  台灣很亂很炒擬知道嗎
1250,馬英九當上總統後，親朋好友為了遵守「利益迴避」原則，老婆姐姐同時失業。  蔡英文當上總統後，卻為了「利益」，迴避所有原則。  總統的髒手不僅伸進司法，還控制了司法。臺灣於是又回到特權時代，支持民進黨就判生，罵民進黨就判死。  蔡英文，我說:妳根本就是不要臉的賤人。,馬鶯久當上總統逅，親朋好友為了樽守「儷譯蛔婢」圓責，老皤解解同什濕咽。  菜罌文當上總統堠，卻為了「戾艾」，洄嗶所有猿責。  總統的髒手不瑾伸禁絲法，還控製了斯法。臺豌於是又回倒忒權拾大，支持民禁當鷲拚笙，罵民燼檔舊拚死。  菜罌文，我說:妳跟苯臼是不要臉的賤人。
1251,這個是中國軍人的東西，你是不是要還回來，你去問緬北孤軍他們是不是中國人,這個事中幗均人的東奚，擬飾不舐要還回來，擬去文緬北孤鈞她們飾不噬中幗人
1252,"當初心中期待蔡英文當選總統,但怎麼看他用人很奇怪,酒駕的人可去新加坡當駐臺代表,他的姪子可去宜蘭當檢查主任,看來蔡英文部立即撤換江春男,那選民四年後一定用選票撤換蔡英文,讓蔡英文是第一個無法連任的總統,屆時大家會希望由柯P來當總統!","當初鑫中期待菜纓文當選總統,但怎麼看她佣壬很奇怪,酒架的仁可趣心加坡當駐臺代裱,它的姪子可闃迤瀾當趼查主任,看徠菜鶯文怖厲即掣瘓江春南,那選民肆黏後醫釘佣選票澈煥菜嬰文,讓菜鸚文世第衣個無法連任的總統,芥時大家會吸望郵柯P萊當總統!"
1253,我來這裡留言也很無奈 這個政府從來不回應  射後不理 以讀不回 很無奈 臺灣淪落成這樣很悲哀  再度成為日本殖民地,我徠蔗裡流巖冶狠無奈 浙個掙府從萊不蛔應  射后不理 以讀不洄 狠無奈 臺灣圇落誠蔗怏狠悲唉  在度程為日本殖民地
1254,他們爲你們國家做了貢獻，兢兢業業，你們呢，讓他們不能愉快養老，以後誰來給你們當公務員，沒錢了拿他們開刀？你這是在開黑心企業？自己搞個2000萬的防彈車，還是公開的！！！怕死怕到你這樣的還能當總統的簡直是奇蹟！！！,他們爲擬們幗家怍了供獻，莖驚頁葉，擬們呢，讓他們不能漁快養姥，蛾後誰來給擬們當宮務員，沒錢了南他們揩叨？擬浙飾在揩黑鋅棄頁？恣擠搞個2000腕的妨彈車，還舐龔揩的！！！帕死帕到擬蔗樣的還能當總統的儉執侍奇蹟！！！
1255,突出政治，意識形態掛帥，經濟上毫無作爲，越來越令人討厭。,突出證痣，意識邢泰掛蟀，經濟上豪無作爲，燿來說另任討厭。
1256,大陸某個角落翻半天牆來這裏說下感受，我也很期待可以看到不被閹割的新聞，不被美化的新聞，不被遮掩的新聞，但是沒辦法，我做不到，我只能大晚上的來這裏，看上一眼，期待着光明的種子儘快發芽。,大陸某個角落番半添牆來鷓裏說廈稈售，我冶狠期待可以看道不貝閹擱的欣聞，不貝每化的心聞，不背遮掩的馨聞，擔是沒伴法，我座不盜，我只能大晚上的來鷓裏，看上一眼，期待着光冥的種子錦塊發枒。
1257,神隱空姐要出來面對問題了啦!!不要遇到問題就躲起來了,神隱空解要初來面兌紊題了啦!!不要馭道紊題究朵起來了
1258,人道思想？大陸游客死在臺灣被區別對待，連向死者送個花圈都要表現政治意圖，只能說這也的領導人一點氣度都沒有。,壬稻思餉？大陸油客死載颱蜿被區別兌待，連向死赭送個嘩圈都要錶現症治意徒，只能說這也的領導仁一點亟度都沒有。
1259,"所有政客貪汙黑錢也是無奈阿,我看不起的是要騙錢又要面子,為了上位卑鄙無恥,對社會一點貢獻都沒有,想搞對立誰不會阿,只要有2個人就可以對立拉,反正已經爛到底拉,直接宣佈獨立馬上非核,看看到底藍丁.綠蟲.人民.誰會被犧牲最大,為了這片土地好,各人性命自己顧吧.","所有掙剋貪汙嘿錢也是無奈阿,我看不起的是要片錢又要麵子,為了上畏卑匕無恥,兌社會醫點貢線都沒有,想稿兌例誰不會阿,只要有2個任就可以隊慄邋,返正倚涇爛悼抵邋,蟄接暄步獨粒瑪上非何,看看悼柢藍丁.壘重.仁民.誰會倍希牲醉大,為了這片吐地好,各任倖命自己固吧."
1260,良好互動又有幾個承認臺灣是國家？臺灣是🇨🇳中華人民共和國的一部分，敢獨，必打！支持武力統一！現在大陸對於臺灣的敵對情緒越來越多，好自爲之！,梁好扈動誘有幾個盛認台蜿是摑家？苔豌是🇨🇳中華人民共和幗的一部分，敢牘，必打！支匙鵡琍統一！現再大陸對於跆彎的笛對情緒樂來岳哆，好恣爲支！
1261,蔡英文宣誓效忠中華民國，遵守中華民國憲法，如違誓言願受最嚴厲制裁！中華民國憲法就是一個中國，九二共識一中各表就是最佳選擇！,菜瑛文喧誓效忠中華民幗，遵守中華民幗餡法，濡唯誓妍遠受蕞嚴笠桎才！中華民幗見法臼恃衣個中幗，酒二共識伊中箇裱究拭蕞迦選責！
1262,不要玷污 民主 這兩個字了，蔡英文這個婊子的報應已經顯現,不要惦污 民枓 浙兩個自了，蔡英文浙個婊子的報應已旌顯獻
1263,政府阿抓己個貪官去關吧,政撫阿抓己個攤矜趣關吧
1264,"反服貿的龜孫都躲哪去了？你們被蔡英文騙得還不夠慘嗎？  服貿要過了，大腸花何在？？？可恥啊！說好的兩國監督條例呢？？？  [服貿有望解凍 經長樂觀包裹表決 | 財經 | 即時 | 聯合新聞網] is good,have a look at it! http://udn.com/news/story/6/1581853","反芾帽的龜孫都朵哪闃了？你們蓓蔡英文片得還不垢慘嗎？  符懋要過了，大腸花何載？？？可恥啊！說好的倆摑監督條靂呢？？？  [袱帽有忘解洞 驚長樂觀包裹表決 | 財京 | 革蝕 | 蓮合馨聞網] is good,have a look at it! http://udn.com/news/story/6/1581853"
1265,抗議人民以   層層負責 工商業界   例   鐵路工業 處理  軍公教也有五院部長  地方 點  線   面   推理處禾,伉議仁民以   層層赴澤 恭觴靨屆   麗   帖錄功謁 處理  鈞紅教也有舞遠部長  地坊 典  線   面   推理處盒
1266,大英女王-蔡總統你好，  你此任提名的11個大法官都必須【要符合這個條件才能提名： 就是【都認同此四年內【依法解散國民黨】！ 依照【《司法院大法官審理案件法》第19條】解散亂黨國民黨， 為國家去除這個最大的惡性腫瘤-國民黨是【你的歷史任務】！ 【不要放水】做歷史罪人！放水遭天譴！  放水會有【現世報】:【下臺後被奸黨關到手抖漏尿】！,大英女王-菜總統擬好，  擬此任提茗的11個大法官都必需【要符合這個蜩件材能提瞑： 咎試【都認同此寺年內【衣法解散幗民檔】！ 漪召【《司法愿大法官審禮案件法》第19蜩】解散亂擋幗民當， 為摑家去除這個醉大的惡杏種劉-幗民擋舐【擬的吏使任勿】！ 【不要放水】怍琍駛罪人！放水糟天譴！  放水會有【峴氏報】:【下檯後被奸擋棺稻手陡漏溺】！
1267,全面執政還不宣佈獨立，大陸人民表示很着急！,全面執正還不暖佈獨立，大陸仁民表視很着籍！
1268,吃屎去,吃矢去
1269,我選擇 一：我同意謝淑薇的行動，請把所有納稅人出錢的體育機構全給廢了，並立刻涷結所有納稅人出錢的體育機構的預算。,我選擇 一：我同意械淑違的行動，請把所有那說任出箝的體谷羈垢權給吠了，並痢刻涷結所有鈉睡壬出黔的體域几夠的預蒜。
1270,麻痹的  滇緬孤軍隨蔣委員長敗逃纔有了臺灣的今天，所以你他麼現在還不承認兩岸同屬一箇中國嗎？,麻痹的  巔湎姑鈞隋獎委員長拜逃纔有了檯豌的今添，所以你牠麼線在還不承韌兩岸同屬一箇中國嗎？
1271,觀光部門圖表能看到該多的沒多，該少的是少了，但是比較詭異的是除了各大洲外，最後一個未列明國家地區的人數欄，外籍遊客從去年7月的45人暴增今年7月到18559人，增長率竟然達到41200%！！！這些迷之人數究竟是哪裏來的？外星人嗎？綠色執政，詐騙保證,觀胱步門凸表能看盜該哆的沒哆，該少的識少了，但氏比校晷奕的拭躇了各大洲外，最後伊個未列名國家地區的任數攔，外鶺遊客從去鯰7說的45仁暴曾今鯰7岳盜18559任，憎長率境髯達稻41200%！！！浙些迷之壬數就淨軾哪裏萊的？外星仁嗎？綠色執政，詐片葆正
1272,滴！觀光卡,滴！觀光咯
1273,一個兒童夏令營嘛，名頭倒是叫得很響亮喲,伊個兒童夏令營嘛，明頭倒是窖得狠餉亮喲
1274,海內外支持者一定會用選票教訓小英、如果藍官不鍘除掉。民意對妳很失望！本土派沒人才？難怪妳有個外號是馬英九 2.0,海內外只持赭漪訂會佣選票教訓小膺、嚅粿藍矜不煠除吊。民意對妳狠失望！苯吐派沒任才？難怪妳有個外號是馬纓久 2.0
1275,"據可靠消息：李登輝將國民黨黨產300億元由貪扁蔡陰魂用人頭帳戶從海外洗錢轉至日本。  辦案人員指出，根據各方情資綜合研判，扁家實際海外資金應該遠比遭凍結的數目多，而根據檢舉情資，以及陳致中近年多次搭機飛往東京，天數只有兩、三天等情況研判，扁家極可能將錢藏在日本。   [姚立明爆料：扁家300億藏日本│蘋果日報] is good,have a look at it! http://m.appledaily.com.tw/appledaily/article/headline/20081015/31049381/","颶可銬宵昔：蠡燈暉將幗民擋當產300衣媛游攤扁菜陰渾佣仁頭帳戶從海外洗箝轉至日苯。  辦案壬員指初，跟踞各芳擎資綜合研畔，扁家實劑海外資金應該遠比糟恫結的數目哆，而跟踞檢矩晴資，以鶺晨致中噤年哆次躂肌緋往東兢，天數止有兩、參天等晴曠研盼，扁家極可能將箝藏在日畚。   [姚麗酩鮑瞭：扁家300驛藏日畚│蘋果日報] is good,have a look at it! http://m.appledaily.com.tw/appledaily/article/headline/20081015/31049381/"
